CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.01.07.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02;Passivo Não Circulante;2066960.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02;Passivo Não Circulante;3071916.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.01;Empréstimos e Financiamentos;1534934.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.01;Empréstimos e Financiamentos;2476128.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.01.01;Empréstimos e Financiamentos;865971.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.01.01;Empréstimos e Financiamentos;697966.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.01.01.01;Em Moeda Nacional;865971.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.01.01.01;Em Moeda Nacional;697966.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.01.01.02;Em Moeda Estrangeira;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.01.02;Debêntures;668963.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.01.02;Debêntures;1778162.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.01.03;Financiamento por Arrendamento;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.01.03;Financiamento por Arrendamento;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02;Outras Obrigações;522271.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02;Outras Obrigações;587110.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.01;Passivos com Partes Relacionadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.01.01;Débitos com Coligadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.01.01;Débitos com Coligadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.01.03;Débitos com Controladores;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.01.03;Débitos com Controladores;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.01.04;Débitos com Outras Partes Relacionadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02;Outros;522271.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02;Outros;587110.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.01;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.01;Obrigações por Pagamentos Baseados em Ações;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.02;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.03;Tributos a recolher;45241.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.03;Tributos a recolher;86578.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.04;Salários e encargos sociais;13551.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.04;Salários e encargos sociais;14979.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.05;Instrumentos financeiros derivativos;144.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.05;Instrumentos financeiros derivativos;11.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.06;Arrendamentos a pagar;114098.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.06;Arrendamentos a pagar;110010.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.02.02.07;Parcerias agrícolas a pagar;349237.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.02.02.07;Parcerias agrícolas a pagar;375532.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.03;Tributos Diferidos;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.03;Tributos Diferidos;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.03.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.03.01;Imposto de Renda e Contribuição Social Diferidos;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04;Provisões;9755.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04;Provisões;8678.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;9755.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01;Provisões Fiscais Previdenciárias Trabalhistas e Cíveis;8678.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01.01;Provisões Fiscais;171.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01.01;Provisões Fiscais;801.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01.02;Provisões Previdenciárias e Trabalhistas;9159.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01.02;Provisões Previdenciárias e Trabalhistas;7877.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01.03;Provisões para Benefícios a Empregados;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01.04;Provisões Cíveis;40.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01.04;Provisões Cíveis;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01.05;Provisões administrativas;385.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01.05;Provisões administrativas;0.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.01.06;Provisões tributárias;0.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.01.06;Provisões tributárias;0.0000000000;N
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.02;Outras Provisões;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.02;Outras Provisões;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.02.01;Provisões para Garantias;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.02.01;Provisões para Garantias;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.02.02;Provisões para Reestruturação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.02.02;Provisões para Reestruturação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.04.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.04.02.03;Provisões para Passivos Ambientais e de Desativação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.05;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.05;Passivos sobre Ativos Não-Correntes a Venda e Descontinuados;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.05.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.05.01;Passivos sobre Ativos Não-Correntes a Venda;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.05.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.05.02;Passivos sobre Ativos de Operações Descontinuadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.06;Lucros e Receitas a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.06;Lucros e Receitas a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.06.01;Lucros a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.06.01;Lucros a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.06.02;Receitas a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.06.02;Receitas a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.02.06.03;Subvenções de Investimento a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.02.06.03;Subvenções de Investimento a Apropriar;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03;Patrimônio Líquido Consolidado;1128168.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03;Patrimônio Líquido Consolidado;1328785.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.01;Capital Social Realizado;472588.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.01;Capital Social Realizado;472588.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02;Reservas de Capital;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02;Reservas de Capital;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02.01;Ágio na Emissão de Ações;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02.01;Ágio na Emissão de Ações;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02.02;Reserva Especial de Ágio na Incorporação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02.03;Alienação de Bônus de Subscrição;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02.04;Opções Outorgadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02.04;Opções Outorgadas;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02.05;Ações em Tesouraria;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02.05;Ações em Tesouraria;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.02.06;Adiantamento para Futuro Aumento de Capital;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.03;Reservas de Reavaliação;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.04;Reservas de Lucros;655580.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.04;Reservas de Lucros;866944.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.04.01;Reserva Legal;58691.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.04.01;Reserva Legal;70831.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.04.02;Reserva Estatutária;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;ÚLTIMO;2023-03-31;2.03.04.03;Reserva para Contingências;0.0000000000;S
08.322.396/0001-03;2023-03-31;1;CERRADINHO BIOENERGIA S.A.;026522;DF Consolidado - Balanço Patrimonial Passivo;REAL;MIL;PENÚLTIMO;2022-03-31;2.03.04.04;Reserva de Lucros a Realizar;0.0000000000;S
